Date,Close
4/30/2018 16:00:00,58.13
5/1/2018 16:00:00,58.82
5/2/2018 16:00:00,57.85
5/3/2018 16:00:00,57.93
5/4/2018 16:00:00,58.74
5/7/2018 16:00:00,59.32
5/8/2018 16:00:00,58.71
5/9/2018 16:00:00,59.4
5/10/2018 16:00:00,60.56
5/11/2018 16:00:00,61.26
5/14/2018 16:00:00,62.02
5/15/2018 16:00:00,60.54
5/16/2018 16:00:00,60.77
5/17/2018 16:00:00,61.06
5/18/2018 16:00:00,61.71
5/21/2018 16:00:00,62.11
5/22/2018 16:00:00,61.39
5/23/2018 16:00:00,61.84
5/24/2018 16:00:00,62.51
5/25/2018 16:00:00,62.37
5/29/2018 16:00:00,61.3
5/30/2018 16:00:00,62.07
5/31/2018 16:00:00,61.53
6/1/2018 16:00:00,62.41
6/4/2018 16:00:00,63.02
6/5/2018 16:00:00,63.03
6/6/2018 16:00:00,63.54
6/7/2018 16:00:00,63.18
6/8/2018 16:00:00,63.27
6/11/2018 16:00:00,63.13
6/12/2018 16:00:00,62.92
6/13/2018 16:00:00,62.63
6/14/2018 16:00:00,62.96
6/15/2018 16:00:00,62.91
6/18/2018 16:00:00,62.82
6/19/2018 16:00:00,62.34
6/20/2018 16:00:00,62.14
6/21/2018 16:00:00,61.75
6/22/2018 16:00:00,61.94
6/25/2018 16:00:00,60.77
6/26/2018 16:00:00,60.81
6/27/2018 16:00:00,60.49
6/28/2018 16:00:00,61.27
6/29/2018 16:00:00,60.99
7/2/2018 16:00:00,61
7/3/2018 13:00:00,60.81
7/5/2018 16:00:00,61.33
7/6/2018 16:00:00,62.16
7/9/2018 16:00:00,62.44
7/10/2018 16:00:00,62.81
7/11/2018 16:00:00,62.57
7/12/2018 16:00:00,62.74
7/13/2018 16:00:00,63.06
7/16/2018 16:00:00,61.78
7/17/2018 16:00:00,62.8
7/18/2018 16:00:00,64.75
7/19/2018 16:00:00,63.78
7/20/2018 16:00:00,63.32
7/23/2018 16:00:00,63.2
7/24/2018 16:00:00,64.4
7/25/2018 16:00:00,65.23
7/26/2018 16:00:00,65.66
7/27/2018 16:00:00,65.26
7/30/2018 16:00:00,65.17
7/31/2018 16:00:00,65.54
8/1/2018 16:00:00,64.78
8/2/2018 16:00:00,64.58
8/3/2018 16:00:00,65.23
8/6/2018 16:00:00,65.24
8/7/2018 16:00:00,64.74
8/8/2018 16:00:00,64.84
8/9/2018 16:00:00,64.64
8/10/2018 16:00:00,64.03
8/13/2018 16:00:00,63.43
8/14/2018 16:00:00,63.63
8/15/2018 16:00:00,63.47
8/16/2018 16:00:00,64.16
8/17/2018 16:00:00,64.72
8/20/2018 16:00:00,64.64
8/21/2018 16:00:00,64.75
8/22/2018 16:00:00,65.67
8/23/2018 16:00:00,65.83
8/24/2018 16:00:00,66.1
8/27/2018 16:00:00,66.84
8/28/2018 16:00:00,66.79
8/29/2018 16:00:00,67.13
8/30/2018 16:00:00,67.02
8/31/2018 16:00:00,66.84
9/4/2018 16:00:00,67.11
9/5/2018 16:00:00,66
9/6/2018 16:00:00,65.83
9/7/2018 16:00:00,66.21
9/10/2018 16:00:00,66.55
9/11/2018 16:00:00,66.6
9/12/2018 16:00:00,66.97
9/13/2018 16:00:00,68.5
9/14/2018 16:00:00,68.42
9/17/2018 16:00:00,67.67
9/18/2018 16:00:00,68.41
9/19/2018 16:00:00,68.5
9/20/2018 16:00:00,68.79
9/21/2018 16:00:00,69.05
9/24/2018 16:00:00,71.44
9/25/2018 16:00:00,72.2
9/26/2018 16:00:00,72.84
9/27/2018 16:00:00,73.02
9/28/2018 16:00:00,73.36
10/1/2018 16:00:00,74.12
10/2/2018 16:00:00,73.81
10/3/2018 16:00:00,72.04
10/4/2018 16:00:00,71.82
10/5/2018 16:00:00,71.58
10/8/2018 16:00:00,71.44
10/9/2018 16:00:00,71.29
10/10/2018 16:00:00,68.92
10/11/2018 16:00:00,68.38
10/12/2018 16:00:00,69.33
10/15/2018 16:00:00,68.7
10/16/2018 16:00:00,70.95
10/17/2018 16:00:00,70.23
10/18/2018 16:00:00,68.14
10/19/2018 16:00:00,67.59
10/22/2018 16:00:00,68.52
10/23/2018 16:00:00,68.57
10/24/2018 16:00:00,66.94
10/25/2018 16:00:00,67.67
10/26/2018 16:00:00,66.99
10/29/2018 16:00:00,67.31
10/30/2018 16:00:00,68
10/31/2018 16:00:00,68.94
11/1/2018 16:00:00,70.15
11/2/2018 16:00:00,70.19
11/5/2018 16:00:00,70.39
11/6/2018 16:00:00,70.96
11/7/2018 16:00:00,72.5
11/8/2018 16:00:00,72.96
11/9/2018 16:00:00,72.79
11/12/2018 16:00:00,70.56
11/13/2018 16:00:00,69.49
11/14/2018 16:00:00,69.41
11/15/2018 16:00:00,70.73
11/16/2018 16:00:00,72.04
11/19/2018 16:00:00,70.54
11/20/2018 16:00:00,69.06
11/21/2018 16:00:00,68.53
11/23/2018 13:00:00,68.11
11/26/2018 16:00:00,68.81
11/27/2018 16:00:00,69.71
11/28/2018 16:00:00,72.83
11/29/2018 16:00:00,73.26
11/30/2018 16:00:00,74.05
12/3/2018 16:00:00,74.27
12/4/2018 16:00:00,71.5
12/6/2018 16:00:00,71.54
12/7/2018 16:00:00,69.95
12/10/2018 16:00:00,70.92
12/11/2018 16:00:00,71.84
12/12/2018 16:00:00,72.53
12/13/2018 16:00:00,72.18
12/14/2018 16:00:00,70.76
12/17/2018 16:00:00,69.75
12/18/2018 16:00:00,70.08
12/19/2018 16:00:00,69
12/20/2018 16:00:00,68.38
12/21/2018 16:00:00,67.27
12/24/2018 13:00:00,65.56
12/26/2018 16:00:00,69.62
12/27/2018 16:00:00,70.63
12/28/2018 16:00:00,71.09
12/31/2018 16:00:00,72.33
1/2/2019 16:00:00,69.5
1/3/2019 16:00:00,66.22
1/4/2019 16:00:00,68.11
1/7/2019 16:00:00,69.13
1/8/2019 16:00:00,68.3
1/9/2019 16:00:00,69.44
1/10/2019 16:00:00,69.08
1/11/2019 16:00:00,69.33
1/14/2019 16:00:00,68.27
1/15/2019 16:00:00,70.47
1/16/2019 16:00:00,69.82
1/17/2019 16:00:00,70.52
1/18/2019 16:00:00,71.42
1/22/2019 16:00:00,71.49
1/23/2019 16:00:00,69.91
1/24/2019 16:00:00,70.86
1/25/2019 16:00:00,71.15
1/28/2019 16:00:00,69.05
1/29/2019 16:00:00,69.69
1/30/2019 16:00:00,71.68
1/31/2019 16:00:00,72.98
2/1/2019 16:00:00,72.36
2/4/2019 16:00:00,72.5
2/5/2019 16:00:00,73.11
2/6/2019 16:00:00,73.49
2/7/2019 16:00:00,72.74
2/8/2019 16:00:00,73.33
2/11/2019 16:00:00,73.54
2/12/2019 16:00:00,75.06
2/13/2019 16:00:00,74.38
2/14/2019 16:00:00,73.97
2/15/2019 16:00:00,75.25
2/19/2019 16:00:00,75
2/20/2019 16:00:00,75.54
2/21/2019 16:00:00,75.14
2/22/2019 16:00:00,76.13
2/25/2019 16:00:00,76.86
2/26/2019 16:00:00,76.75
2/27/2019 16:00:00,77.23
2/28/2019 16:00:00,77.62
3/1/2019 16:00:00,78.59
3/4/2019 16:00:00,78.62
3/5/2019 16:00:00,78.22
3/6/2019 16:00:00,77.7
3/7/2019 16:00:00,76.8
3/8/2019 16:00:00,76.63
3/11/2019 16:00:00,77.81
3/12/2019 16:00:00,78.24
3/13/2019 16:00:00,78.62
3/14/2019 16:00:00,78.98
3/15/2019 16:00:00,79.86
3/18/2019 16:00:00,78.83
3/19/2019 16:00:00,79.96
3/20/2019 16:00:00,79.94
3/21/2019 16:00:00,80.06
3/22/2019 16:00:00,77.97
3/25/2019 16:00:00,78.23
3/26/2019 16:00:00,79
3/27/2019 16:00:00,78.73
3/28/2019 16:00:00,79.44
3/29/2019 16:00:00,79.94
4/1/2019 16:00:00,79.66
4/2/2019 16:00:00,79.62
4/3/2019 16:00:00,79.5
4/4/2019 16:00:00,78.62
4/5/2019 16:00:00,79
4/8/2019 16:00:00,78.52
4/9/2019 16:00:00,78.67
4/10/2019 16:00:00,78.97
4/11/2019 16:00:00,78.51
4/12/2019 16:00:00,78.01
4/15/2019 16:00:00,77.5
4/16/2019 16:00:00,76.38
